stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1175,1073,Bons Compagnons,,47.33157,5.09150,,,0,CTP0175
1176,379,"Paquier d'Aupre",,47.33181,5.08716,,,0,CTP0176
1177,372,Jacquat,,47.33144,5.08512,,,0,CTP0177
1178,483,Gauthier,,47.33102,5.08259,,,0,CTP0178
1179,482,Longenes,,47.33025,5.07775,,,0,CTP0179
1180,366,Castelnau,,47.32976,5.07456,,,0,CTP0180
1182,178,SNCF Brifaut,,47.3244,5.02766,,,0,CTP0182
1183,177,Bagatelle,,47.32355,5.02296,,,0,CTP0183
1184,176,Perrieres,,47.32296,5.01932,,,0,CTP1184
CTP1184,176,Perrieres,,47.32296,5.01932,,,1,
1186,174,Marmuzots,,47.32817,5.01257,,,0,CTP0186
1187,205,Fontaine aux Fees,,47.32949,5.01061,,,0,CTP0187
1188,172,Talant Liberation,,47.3323,5.01140,,,0,CTP1188
CTP1188,172,Talant Liberation,,47.3323,5.01140,,,1,
1189,781,Cottages,,47.33315,5.00885,,,0,CTP0189
1190,170,Cote aux Moines,,47.33772,5.00913,,,0,CTP0190
1191,169,Place des Arbaletriers,,47.33813,5.00363,,,0,CTP0191
1192,168,Logis de Bourgogne,,47.33872,4.99854,,,0,CTP0192
1193,560,"d'Arbaumont",,47.3134,5.05486,,,0,CTP0193
1194,561,Petites Roches,,47.31323,5.05800,,,0,CTP0194
1197,275,Mazen Sully,,47.31536,5.07510,,,0,CTP0197
1198,342,Marechal,,47.3161,5.07203,,,0,CTP1198
CTP1198,342,Marechal,,47.3161,5.07203,,,1,
1199,835,CREPS,,47.31164,5.08075,,,0,CTP0199
1200,1070,Gendarmerie,,47.31721,5.12130,,,0,CTP0200
1201,1069,Croix St Martin,,47.31523,5.12149,,,0,CTP0201
1202,98,Quetignerot,,47.30956,5.10796,,,0,CTP0202
1203,99,Atria,,47.30832,5.11024,,,0,CTP0203
1204,198,Quetigny Centre,,47.31378,5.11016,,,0,CTP0204
1205,590,Village Auto,,47.3523,5.06765,,,0,CTP0205
1206,1068,Quetigny Mairie,,47.31231,5.11607,,,0,CTP0206
1208,1366,IUT,,47.30995,5.06883,,,0,CTP0208
1211,421,Piscine Olympique,,47.31441,5.08298,,,0,CTP1211
CTP1211,421,Piscine Olympique,,47.31441,5.08298,,,1,
1212,1365,21e Siecle,,47.30921,5.07153,,,0,CTP0212
1213,89,Boulanger,,47.31711,5.06393,,,0,CTP0213
1214,88,Defense,,47.31724,5.06098,,,0,CTP0214
1215,87,"Creux d'Enfer",,47.3175,5.05842,,,0,CTP0215
1217,1612,Voltaire,,47.31902,5.05186,,,0,CTP0217
1218,84,Lycee H.Fontaine,,47.31872,5.05029,,,0,CTP0218
1219,388,Franklin,,47.31799,5.04003,,,0,CTP0222
1222,1308,Champs Viaux,,47.35077,4.99815,,,0,CTP1222
CTP1222,1308,Champs Viaux,,47.35077,4.99815,,,1,
1223,207,Lavoisier,,47.28376,5.04396,,,0,CTP0223
1227,315,Palissy,,47.28669,5.01735,,,0,CTP0227
1232,473,Les Jardins,,47.33526,5.07582,,,0,CTP0232
1233,474,Les Buttes,,47.33759,5.08052,,,0,CTP0233
1234,382,La Planchotte,,47.33644,5.08312,,,0,CTP0234
1237,1307,Meix Pillon,,47.35234,4.99430,,,0,CTP1237
CTP1237,1307,Meix Pillon,,47.35234,4.99430,,,1,
1238,355,SNCF Vincenot,,47.32231,5.02703,,,0,CTP0238
1239,353,Albert 1er,,47.32239,5.01933,,,0,CTP0239
1240,352,CHS La Chartreuse,,47.32221,5.01123,,,0,CTP0240
1241,351,Gorgets,,47.32031,5.00869,,,0,CTP0241
1242,350,Avenue du Lac,,47.31904,5.00643,,,0,CTP1242
CTP1242,350,Avenue du Lac,,47.31904,5.00643,,,1,
1244,348,Bachelard,,47.31871,5.00135,,,0,CTP0244
1245,347,Champs Perdrix,,47.31983,5.00390,,,0,CTP0245
1246,346,Piscine,,47.32188,5.00211,,,0,CTP0246
1247,345,Belin,,47.32115,4.99966,,,0,CTP1247
CTP1247,345,Belin,,47.32115,4.99966,,,1,
1251,339,Jura,,47.34231,5.02528,,,0,CTP0251
1252,337,Ranelagh,,47.34168,5.02938,,,0,CTP0252
1253,440,Camelias,,47.34131,5.03125,,,0,CTP0253
1254,441,Morvan,,47.34073,5.03395,,,0,CTP0254
1257,445,Claude Hoin,,47.33347,5.03405,,,0,CTP0257
1259,753,Beaune,,47.3314,5.03845,,,0,CTP0259
1262,312,Mare,,47.3436,5.01585,,,0,CTP0262
1263,313,Les Creots,,47.34179,5.01467,,,0,CTP1263
CTP1263,313,Les Creots,,47.34179,5.01467,,,1,
1264,791,Combottes,,47.33972,5.01715,,,0,CTP0264
1266,316,Amandiers,,47.33763,5.02314,,,0,CTP0266
1267,1233,Peguy,,47.33814,5.01664,,,0,CTP0267
1269,319,Bizet,,47.33211,5.02831,,,0,CTP0269
1270,320,Rouen,,47.33003,5.03328,,,0,CTP0270
1271,779,Dubois,,47.3252,5.03239,,,0,CTP0271
1273,71,Chaumiere,,47.33651,5.01273,,,0,CTP0273
1274,70,Herriot,,47.33771,5.01060,,,0,CTP0274
1275,68,Moulissards,,47.34281,4.99966,,,0,CTP0275
1276,67,Nachey,,47.34166,4.99745,,,0,CTP0276
1278,65,Picasso,,47.3378,4.99500,,,0,CTP0278
1279,64,Mail,,47.33708,4.99309,,,0,CTP0279
1280,63,Retisseys,,47.33851,4.99123,,,0,CTP0280
1286,161,Eiffel,,47.2809,5.05055,,,0,CTP0286
1287,318,Route de Beaune,,47.2875,5.01432,,,0,CTP0287
1288,165,CHENOVE Vieux Bourg,,47.29154,5.00356,,,0,CTP1288
CTP1288,165,CHENOVE Vieux Bourg,,47.29154,5.00356,,,1,
1290,982,Drouot,,47.31065,5.01036,,,0,CTP0290
1291,219,1er Mai,,47.31465,5.02876,,,0,CTP0291
1292,217,Jaures,,47.31047,5.02643,,,0,CTP0292
1293,216,Bourroches,,47.30538,5.02355,,,0,CTP0293
1294,523,Carraz,,47.30021,5.02067,,,0,CTP0294
1295,591,Pont de Churchil,,47.3512,5.06274,,,0,CTP0295
1296,588,Bailly,,47.34877,5.07441,,,0,CTP1296
CTP1296,588,Bailly,,47.34877,5.07441,,,1,
1298,592,Perrenet,,47.34877,5.06270,,,0,CTP0298
1299,586,Malines,,47.34539,5.07511,,,0,CTP0299
1300,593,Quignard,,47.34973,5.06893,,,0,CTP0300
1301,585,La Breuchilliere,,47.34493,5.07331,,,0,CTP0301
1302,594,Cluj,,47.34589,5.06652,,,0,CTP0302
1303,584,La Brot,,47.34312,5.07393,,,0,CTP0303
1304,595,Chaput,,47.3444,5.06564,,,0,CTP0304
1305,550,Bastogne,,47.34146,5.07440,,,0,CTP0305
1310,1074,Colchide,,47.35407,5.05790,,,0,CTP0310
1311,993,La Flamme,,47.34576,4.96439,,,0,CTP0311
1312,994,Courtois,,47.34403,4.96522,,,0,CTP0312
1313,548,Mayence,,47.33894,5.06402,,,0,CTP0313
1314,996,Victor Hugo,,47.34071,4.97037,,,0,CTP0314
1315,997,Plombieres Mairie,,47.33987,4.97305,,,0,CTP0315
1316,998,Vallon,,47.33884,4.97584,,,0,CTP0316
1317,999,Combe aux Fees,,47.33756,4.97914,,,0,CTP0317
1319,1002,Seize Vannes,,47.33192,4.99056,,,0,CTP0319
1320,1003,Parc a Bateaux,,47.32978,4.99910,,,0,CTP0320
1322,1005,CHS La Chartreuse,,47.32257,5.01085,,,0,CTP0240
1324,1290,Beauregard,,47.28131,5.05394,,,0,CTP0324
1327,748,Transvaal,,47.31549,5.03789,,,0,CTP0327
1329,755,Mazieres,,47.33636,5.04001,,,0,CTP0329
1330,754,Houblonniere,,47.33322,5.03907,,,0,CTP0330
1331,981,Rossignol Eiffel,,47.31244,5.01013,,,0,CTP0331
1332,686,1er Mai Foyer,,47.31468,5.03178,,,0,CTP0332
1333,873,Alger,,47.31217,5.03292,,,0,CTP0333
1334,749,Petit-Citeaux,,47.3151,5.03389,,,0,CTP0334
1336,871,Tournois,,47.30795,5.04151,,,0,CTP0336
1337,870,Chancenotte,,47.3061,5.04630,,,0,CTP0079
1338,869,College Lentilleres,,47.30524,5.05229,,,0,CTP0338
1339,322,Baudin,,47.31542,5.04571,,,0,CTP1339
CTP1339,322,Baudin,,47.31542,5.04571,,,1,
1340,868,Pejoces,,47.30973,5.05892,,,0,CTP0340
1341,867,Faculte des lettres,,47.31214,5.06181,,,0,CTP0341
1342,1212,"Jeanne d'Arc",,47.31796,5.06535,,,0,CTP0342
1343,903,CHU - Hopitaux,,47.31987,5.06543,,,0,CTP0343
1345,906,Laplace,,47.33278,5.06313,,,0,CTP0345
1348,983,Saint Exupery,,47.33685,5.05536,,,0,CTP0348
1349,985,Junot,,47.33957,5.04626,,,0,CTP0349
1352,200,Pierrat,,47.28211,5.04679,,,0,CTP0352
1353,764,Presles,,47.35607,5.03467,,,0,CTP0353
1355,1431,Guesde,,47.28514,5.06877,,,0,CTP0355
1356,1628,Chenove Centre,,47.29435,5.00591,,,0,CTP0356
1358,458,Rue du Port,,47.28575,5.04150,,,0,CTP0358
1359,457,Romelet,,47.28732,5.03953,,,0,CTP0359
1361,455,Bertin,,47.29303,5.03688,,,0,CTP0361
1373,1330,"L'Ogive",,47.29433,5.12720,,,0,CTP0373
1375,1266,Volnay,,47.31197,5.01453,,,0,CTP0375
1377,987,Terrillon,,47.33651,5.03252,,,0,CTP0377
1378,988,Suisse,,47.33484,5.02411,,,0,CTP0378
1380,1386,Pasteur,,47.29533,5.13331,,,0,CTP0380
1381,1335,Moliere,,47.30213,5.13261,,,0,CTP0381
1382,1067,College Rostand,,47.31748,5.10796,,,0,CTP0382
1386,1344,Pres Potets,,47.35572,5.02679,,,0,CTP0386
1387,117,Cromois,,47.31458,5.11281,,,0,CTP0387
1389,443,St-Martin,,47.33772,5.03515,,,0,CTP0389
1390,69,La Fillotte,,47.34004,5.00559,,,0,CTP0390
1391,760,Le Suzon,,47.34695,5.03526,,,0,CTP0391
1392,436,Les Charmes,,47.34571,5.02431,,,0,CTP0392
1393,1258,Charton,,47.28557,5.01990,,,0,CTP0393
1395,454,La Colombiere,,47.29754,5.03987,,,0,CTP0395
1396,765,Les Plantes,,47.36469,5.02814,,,0,CTP0396
1397,62,Neruda,,47.34056,4.98929,,,0,CTP0397
1402,101,Visitation,,47.30438,5.11966,,,0,CTP0402
1403,328,Stade Poussots,,47.30462,5.06219,,,0,CTP0403
1405,311,Cottin,,47.34652,5.01357,,,0,CTP0405
1408,1001,Cherains,,47.33414,4.98751,,,0,CTP0408
1410,842,Grande Legie,,47.28941,5.10929,,,0,CTP0410
1413,100,Lycee de Serres,,47.30782,5.11648,,,0,CTP0413
1414,102,Bois du Roy,,47.30316,5.12321,,,0,CTP0414
1421,112,Clematites,,47.29935,5.13490,,,0,CTP0421
1422,1058,Capucines,,47.30225,5.14038,,,0,CTP0422
1424,895,Perret,,47.30177,5.14268,,,0,CTP0424
1425,896,Geraniums,,47.29896,5.14364,,,0,CTP0425
1426,897,Artisans,,47.29422,5.14577,,,0,CTP0426
1428,1362,Trois Saffres,,47.3471,5.03038,,,0,CTP0428
1431,838,Bassin,,47.29789,5.10281,,,0,CTP0431
1432,852,Dorain,,47.29293,5.10612,,,0,CTP0432
1433,853,Normand,,47.29158,5.11033,,,0,CTP0433
1434,843,Le Fort,,47.28827,5.10574,,,0,CTP0434
1435,844,Mimosas,,47.29015,5.10272,,,0,CTP0435
1436,1057,Av. de Tavaux,,47.28805,5.13401,,,0,CTP0436
1437,1380,Montots,,47.28163,5.10671,,,0,CTP0437
1438,1056,Excellence 2000,,47.28345,5.13318,,,0,CTP0438
1439,1379,Racine,,47.27805,5.11086,,,0,CTP0439
1440,1378,Corneille,,47.27869,5.11324,,,0,CTP0440
1441,1306,Changey,,47.35464,4.99259,,,0,CTP0441
1444,788,Rue de Dijon,,47.34973,5.00183,,,0,CTP0444
1445,787,Bernard,,47.35085,5.00011,,,0,CTP0445
1455,285,Europe,,47.35333,5.04601,,,0,CTP0455
1456,284,Kellerman,,47.35114,5.04575,,,0,CTP0456
1457,283,Nation,,47.34654,5.04541,,,0,CTP0457
1461,762,Coteaux du Suzon,,47.35029,5.04074,,,0,CTP0461
1462,763,Touzet du Vigier,,47.35266,5.03781,,,0,CTP0462
1466,697,La Vapeur,,47.34607,5.05936,,,0,CTP0466
1469,1137,Bressey ZA,,47.30852,5.17000,,,0,CTP0469
1470,980,Tire Pesseau,,47.31593,5.00536,,,0,CTP0470
1471,121,Allende,,47.32103,5.10581,,,0,CTP0471
1472,120,Prevert,,47.32064,5.10918,,,0,CTP0472
1473,119,Camus,,47.31912,5.10986,,,0,CTP0473
1474,782,Cortots,,47.35376,5.02649,,,0,CTP0474
1475,460,Ratel,,47.34971,5.02838,,,0,CTP0475
1476,459,Belfontaine,,47.35213,5.03028,,,0,CTP0476
1477,1119,Pl. du Puits,,47.36588,4.99511,,,0,CTP1477
CTP1477,1119,Pl. du Puits,,47.36588,4.99511,,,1,
1478,946,Poncelet,,47.34138,5.04198,,,0,CTP0478
1479,1118,Les Collines,,47.36769,4.99101,,,0,CTP0479
1481,589,Ardennes,,47.35072,5.06984,,,0,CTP0481
1482,422,Complexe Funeraire,,47.30511,5.09278,,,0,CTP0482
1483,1309,Alisiers,,47.34695,5.00141,,,0,CTP0483
1486,701,Churchill,,47.35269,5.05305,,,0,CTP0486
1487,700,Granville,,47.35046,5.05214,,,0,CTP0487
1488,699,Proust,,47.34925,5.05494,,,0,CTP1488
CTP1488,699,Proust,,47.34925,5.05494,,,1,
1490,470,Petit Ouges,,47.25431,5.08605,,,0,CTP0490
1491,469,De Gaulle,,47.25753,5.08232,,,0,CTP0491
1492,468,Ouges Mairie,,47.26245,5.07519,,,0,CTP0492
1495,467,Tilleul,,47.26356,5.07051,,,0,CTP0495
1496,1039,Ecluse,,47.27871,5.06249,,,0,CTP0496
1497,1045,Terminal,,47.27789,5.06989,,,0,CTP0497
1499,1146,Colleys,,47.25672,5.04671,,,0,CTP0499
1502,1020,Perrigny Mairie,,47.26616,5.00644,,,0,CTP0502
1503,1021,Tourelle,,47.2672,5.00549,,,0,CTP0503
1504,1022,Terreau du Moulin,,47.27004,5.00795,,,0,CTP0504
1505,1023,Lapostolet,,47.27335,5.00936,,,0,CTP0505
1507,1024,Vignery,,47.2728,5.00625,,,0,CTP0507
1508,1026,CAT-ESAT,,47.27453,5.00646,,,0,CTP1508
CTP1508,1026,CAT-ESAT,,47.27453,5.00646,,,1,
1509,1027,Cap Sud,,47.2784,5.00911,,,0,CTP0509
1510,959,Dardelain,,47.27858,5.00976,,,0,CTP0510
1513,1252,Colombier,,47.26977,4.99085,,,0,CTP0513
1514,1253,Mechalot,,47.27245,4.99191,,,0,CTP0514
1515,1254,St-Vincent,,47.27527,4.99455,,,0,CTP0515
1519,941,Limburgerhof,,47.29183,5.01544,,,0,CTP0519
1520,942,Ferry,,47.29619,5.01830,,,0,CTP0520
1522,939,College Ayme,,47.28049,5.00327,,,0,CTP0522
1523,938,Rameau,,47.27848,5.00004,,,0,CTP0523
1530,1275,Acti-sud,,47.27851,5.01646,,,0,CTP1530
CTP1530,1275,Acti-sud,,47.27851,5.01646,,,1,
1531,374,Opaline,,47.33323,5.09060,,,0,CTP0531
1532,375,Marie de Bourgogne,,47.33405,5.08917,,,0,CTP0532
1533,598,Flandres,,47.35575,5.06480,,,0,CTP0533
1534,286,Nations Unies,,47.35475,5.04724,,,0,CTP0534
1535,7,Tremouille,,47.32569,5.04317,,,0,CTP1535
CTP1535,7,Tremouille,,47.32569,5.04317,,,1,
1536,8,Prefecture,,47.32384,5.04190,,,0,CTP0536
1537,9,Notre Dame,,47.32266,5.04109,,,0,CTP0537
1552,1179,Barret,,47.36433,5.04949,,,0,CTP0552
1553,1180,Giroud,,47.36537,5.04961,,,0,CTP0553
1554,1181,Valmy,,47.36571,5.04703,,,0,CTP0554
1555,1209,Brossolette,,47.34204,4.99081,,,0,CTP0555
1556,1211,Schmitt,,47.32406,5.07350,,,0,CTP1556
CTP1556,1211,Schmitt,,47.32406,5.07350,,,1,
1557,1213,Milsand,,47.30873,5.03891,,,0,CTP0557
1558,1228,Suquet,,47.31606,5.03367,,,0,CTP0558
1559,1416,Yourcenar,,47.35153,5.05699,,,0,CTP0559
1563,166,Sembat,,47.29713,5.02262,,,0,CTP0563
1564,1264,St-Jacques,,47.30624,5.02132,,,0,CTP0564
1565,1281,Claudel,,47.30652,4.99753,,,0,CTP0565
1567,1289,Verriers,,47.30017,5.03663,,,0,CTP0567
1568,1293,Ateliers APF,,47.28938,5.04996,,,0,CTP0568
1570,1392,Chambertin,,47.36714,4.99904,,,0,CTP0570
1571,1394,La Paisse,,47.36866,4.98797,,,0,CTP0571
1572,1321,Champs Creux,,47.30045,5.12320,,,0,CTP0572
1573,1399,York,,47.33131,5.05923,,,0,CTP0573
1574,1388,Pompon,,47.33338,5.02364,,,0,CTP0574
1575,1638,Quetigny C.Cial,,47.31153,5.10423,,,0,CTP1575
CTP1575,1638,Quetigny C.Cial,,47.31153,5.10423,,,1,
1576,1649,La Mirandiere,,47.30823,5.10650,,,0,CTP0576
1579,1655,Tirbaude,,47.32905,5.08904,,,0,CTP0579
1580,1632,Baudelaire,,47.34864,5.04336,,,0,CTP0580
1581,1630,College Malraux,,47.35094,5.03648,,,0,CTP0581
1583,1626,Piece Leger,,47.27804,5.01156,,,0,CTP1583
CTP1583,1626,Piece Leger,,47.27804,5.01156,,,1,
1584,1629,Monge,,47.31781,5.03209,,,0,CTP0584
1585,1636,Vaillant,,47.3301,5.04456,,,0,CTP0585
1588,1647,Champs aux Metiers,,47.30739,5.09893,,,0,CTP0588
1589,1644,Oree du Bois,,47.27629,5.11894,,,0,CTP0589
1590,1645,Neuilly,,47.27978,5.10750,,,0,CTP0590
1591,1653,Balzac,,47.34027,5.04910,,,0,CTP1591
CTP1591,1653,Balzac,,47.34027,5.04910,,,1,
1592,2,Petite Fin,,47.34871,5.03104,,,0,CTP0592
1596,1663,Saint Apollinaire Mairie,,47.33372,5.08555,,,0,CTP1596
CTP1596,1663,Saint Apollinaire Mairie,,47.33372,5.08555,,,1,
1597,1658,Saint Apollinaire Mairie,,47.33372,5.08517,,,0,CTP1596
1598,1664,Marie de Bourgogne,,47.33394,5.08817,,,0,CTP0532
1600,1660,Maternite,,47.32233,5.07247,,,0,CTP1600
CTP1600,1660,Maternite,,47.32233,5.07247,,,1,
1601,5,Rempart,,47.31793,5.04196,,,0,CTP1601
CTP1601,5,Rempart,,47.31793,5.04196,,,1,
1602,6,Beaux Arts,,47.3224,5.04204,,,0,CTP0598
1603,1634,Canzio,,47.34263,5.00068,,,0,CTP1603
CTP1603,1634,Canzio,,47.34263,5.00068,,,1,
1604,221,Auditorium,,47.32875,5.05207,,,0,CTP1604
CTP1604,221,Auditorium,,47.32875,5.05207,,,1,
1605,222,Auditorium,,47.3287,5.05206,,,0,CTP1604
1606,52,Theatre,,47.32362,5.04404,,,0,CTP0123
1607,51,Beaux Arts,,47.32232,5.04210,,,0,CTP0598
1612,130,A. Patte,,47.2783,4.91868,,,0,CTP0612
1613,144,Les Pins,,47.29463,4.93713,,,0,CTP0613
1614,156,Corcelles les Monts,,47.29534,4.94023,,,0,CTP0614
1615,159,Combe a la Serpent,,47.30116,4.96075,,,0,CTP0615
1621,269,Erasme - CHU,,47.31663,5.06874,,,0,CTP0621
1622,394,Saint Laurent,,47.35728,4.99079,,,0,CTP1622
CTP1622,394,Saint Laurent,,47.35728,4.99079,,,1,
1APO,1656,Abbe Pierre,,47.33033,5.08908,,,0,CTP1APO
CTP1APO,1656,Abbe Pierre,,47.33033,5.08908,,,1,
1ARA,72,Arandes,,47.33472,5.01481,,,0,CTP1ARA
CTP1ARA,72,Arandes,,47.33472,5.01481,,,1,
1BAR,752,Barbe,,47.32901,5.03964,,,0,CTP1BAR
CTP1BAR,752,Barbe,,47.32901,5.03964,,,1,
1BIL,541,Billardon,,47.32838,5.06971,,,0,CTP1BIL
CTP1BIL,541,Billardon,,47.32838,5.06971,,,1,
1BILL,1115,Billardon,,47.32846,5.07064,,,0,CTP1BIL
1BOURF,1358,Bourroches Eiffel,,47.31288,5.01414,,,0,CTP0037
1BRET,381,Plaisanciers,,47.23975,5.11423,,,0,CTP1BRET
CTP1BRET,381,Plaisanciers,,47.23975,5.11423,,,1,
1CAL,626,Calmette,,47.30956,5.00185,,,0,CTP1CAL
CTP1CAL,626,Calmette,,47.30956,5.00185,,,1,
1CARM,91,Carmelites,,47.28565,5.07427,,,0,CTP1CARM
CTP1CARM,91,Carmelites,,47.28565,5.07427,,,1,
1CAST,685,Lycee le Castel,,47.31293,5.03700,,,0,CTP1CAST
CTP1CAST,685,Lycee le Castel,,47.31293,5.03700,,,1,
1CDG,761,Lycee De Gaulle,,47.34737,5.04092,,,0,CTP1CDG
CTP1CDG,761,Lycee De Gaulle,,47.34737,5.04092,,,1,
1CDP,872,College Le Parc,,47.31094,5.03300,,,0,CTP1CDP
CTP1CDP,872,College Le Parc,,47.31094,5.03300,,,1,
1CEL,321,Cellerier,,47.32762,5.03330,,,0,CTP1CEL
CTP1CEL,321,Cellerier,,47.32762,5.03330,,,1,
1CFA,456,CFA La Noue,,47.29166,5.03592,,,0,CTP1CFA
CTP1CFA,456,CFA La Noue,,47.29166,5.03592,,,1,
1CFLY,1255,Cours Fleury,,47.32744,5.04235,,,0,CTP1CFLY
CTP1CFLY,1255,Cours Fleury,,47.32744,5.04235,,,1,
1CGC,334,Grands Crus,,47.28464,5.00816,,,0,CTP1CGC
CTP1CGC,334,Grands Crus,,47.28464,5.00816,,,1,
1CHEV,1147,Chevigny Pont Neuf,,47.24299,5.05680,,,0,CTP1CHEV
CTP1CHEV,1147,Chevigny Pont Neuf,,47.24299,5.05680,,,1,
1CHF,937,Champforey,,47.27766,4.99751,,,0,CTP1CHF
CTP1CHF,937,Champforey,,47.27766,4.99751,,,1,
1CHH,952,MARSANNAY,,47.27979,5.00658,,,0,CTP1CHH
CTP1CHH,952,MARSANNAY,,47.27979,5.00658,,,1,
1CHM,113,Chevigny Mairie,,47.3013,5.13477,,,0,CTP1CHM
CTP1CHM,113,Chevigny Mairie,,47.3013,5.13477,,,1,
1CHP,505,Druet,,47.29523,5.00459,,,0,CTP1CHP
CTP1CHP,505,Druet,,47.29523,5.00459,,,1,
1CHT,86,Champmaillot,,47.31835,5.05580,,,0,CTP1CHT
CTP1CHT,86,Champmaillot,,47.31835,5.05580,,,1,
1CIM,332,Cimetiere,,47.30303,5.06492,,,0,CTP1CIM
CTP1CIM,332,Cimetiere,,47.30303,5.06492,,,1,
1CLO,32,Clomiers,,47.3334,5.01669,,,0,CTP1CLO
CTP1CLO,32,Clomiers,,47.3334,5.01669,,,1,
1COR,784,FONTAINE Centre Commercial,,47.35559,5.03036,,,0,CTP1COR
CTP1COR,784,FONTAINE Centre Commercial,,47.35559,5.03036,,,1,
1CPL,534,Lycee Eiffel,,47.33453,5.06635,,,0,CTP1CPL
CTP1CPL,534,Lycee Eiffel,,47.33453,5.06635,,,1,
1DOM,1145,Domois,,47.25966,5.04778,,,0,CTP1DOM
CTP1DOM,1145,Domois,,47.25966,5.04778,,,1,
1DOR,10003,LONGVIC Centre,,47.28799,5.06374,,,0,CTP1DOR
CTP1DOR,10003,LONGVIC Centre,,47.28799,5.06374,,,1,
1ECC,907,Boutaric,,47.33473,5.06155,,,0,CTP1ECC
CTP1ECC,907,Boutaric,,47.33473,5.06155,,,1,
1ECN,549,Epirey Cap Nord (descente),,47.33976,5.06829,,,0,CTP1ECN
CTP1ECN,549,Epirey Cap Nord (descente),,47.33976,5.06829,,,1,
1EDG,688,Marne,,47.33073,5.04883,,,0,CTP1EDG
CTP1EDG,688,Marne,,47.33073,5.04883,,,1,
1FDM,945,Marguerites,,47.33695,5.04118,,,0,CTP1FDM
CTP1FDM,945,Marguerites,,47.33695,5.04118,,,1,
1FDS,866,Facultes des Sciences,,47.31504,5.06406,,,0,CTP1FDS
CTP1FDS,866,Facultes des Sciences,,47.31504,5.06406,,,1,
1FEL,330,Felizots,,47.34281,5.02379,,,0,CTP1FEL
CTP1FEL,330,Felizots,,47.34281,5.02379,,,1,
1FMI,341,Fac Mirande,,47.31709,5.06613,,,0,CTP1FMI
CTP1FMI,341,Fac Mirande,,47.31709,5.06613,,,1,
1FO,963,"Fontaine d'Ouche",,47.32167,4.99798,,,0,CTP1FO
CTP1FO,963,"Fontaine d'Ouche",,47.32167,4.99798,,,1,
1GAP,280,Junot,,47.33908,5.04470,,,0,CTP0349
1GLA,442,Glaieuls,,47.33981,5.03575,,,0,CTP1GLA
CTP1GLA,442,Glaieuls,,47.33981,5.03575,,,1,
1GUI,435,Monnet,,47.3469,5.02630,,,0,CTP1GUI
CTP1GUI,435,Monnet,,47.3469,5.02630,,,1,
1GUT,1648,Gutenberg,,47.30779,5.10249,,,0,CTP1GUT
CTP1GUT,1648,Gutenberg,,47.30779,5.10249,,,1,
1HDM,836,De Coubertin,,47.3093,5.08308,,,0,CTP1HDM
CTP1HDM,836,De Coubertin,,47.3093,5.08308,,,1,
1HFR,634,Hopital,,47.31831,5.02984,,,0,CTP1HFR
CTP1HFR,634,Hopital,,47.31831,5.02984,,,1,
1HOU,317,Houdart,,47.33601,5.02511,,,0,CTP1HOU
CTP1HOU,317,Houdart,,47.33601,5.02511,,,1,
1JRO,118,Ronde,,47.31729,5.10913,,,0,CTP1JRO
CTP1JRO,118,Ronde,,47.31729,5.10913,,,1,
1KIR,349,Chanoine Kir,,47.31742,5.00296,,,0,CTP1KIR
CTP1KIR,349,Chanoine Kir,,47.31742,5.00296,,,1,
1LAB,197,Cap Vert,,47.31342,5.09441,,,0,CTP1LAB
CTP1LAB,197,Cap Vert,,47.31342,5.09441,,,1,
1LAC,1004,Le Lac,,47.32395,5.00859,,,0,CTP1LAC
CTP1LAC,1004,Le Lac,,47.32395,5.00859,,,1,
1LB,196,Bief du Moulin,,47.28425,5.06086,,,0,CTP1LB
CTP1LB,196,Bief du Moulin,,47.28425,5.06086,,,1,
1LYC,995,Lycee Kir,,47.34141,4.96722,,,0,CTP1LYC
CTP1LYC,995,Lycee Kir,,47.34141,4.96722,,,1,
1LZI,1314,Longvic ZI,,47.2754,5.06212,,,0,CTP1LZI
CTP1LZI,1314,Longvic ZI,,47.2754,5.06212,,,1,
1MAN,562,Mansart,,47.31282,5.06108,,,0,CTP1MAN
CTP1MAN,562,Mansart,,47.31282,5.06108,,,1,
1MAR,1127,Marronniers,,47.28219,5.10650,,,0,CTP1MAR
CTP1MAR,1127,Marronniers,,47.28219,5.10650,,,1,
1MAT,832,Urgences C.H.U.,,47.3223,5.06930,,,0,CTP1MAT
CTP1MAT,832,Urgences C.H.U.,,47.3223,5.06930,,,1,
1MB,94,Mont Blanc,,47.29905,5.07738,,,0,CTP1MB
CTP1MB,94,Mont Blanc,,47.29905,5.07738,,,1,
1MDR,171,Fassoles,,47.33499,5.00937,,,0,CTP1MDR
CTP1MDR,171,Fassoles,,47.33499,5.00937,,,1,
1MEG,354,Nodot,,47.32254,5.02477,,,0,CTP1MEG
CTP1MEG,354,Nodot,,47.32254,5.02477,,,1,
1MEL,1331,Chevigny,,47.29747,5.12559,,,0,CTP1MEL
CTP1MEL,1331,Chevigny,,47.29747,5.12559,,,1,
1MES,74,St-Mesmin,,47.33261,5.01800,,,0,CTP1MES
CTP1MES,74,St-Mesmin,,47.33261,5.01800,,,1,
1ML,1310,Maladiere,,47.34465,5.00089,,,0,CTP1ML
CTP1ML,1310,Maladiere,,47.34465,5.00089,,,1,
